ip_request_rate,method_encoded,avg_time_between_requests,unique_endpoints,is_sensitive_endpoint
32,2,0.058,1,1
2,0,1.179,7,0
5,0,3.262,2,0
8,1,2.827,5,0
10,1,3.475,6,0
2,1,3.774,4,0
10,1,4.962,4,0
23,1,0.16,1,0
10,0,4.036,6,0
10,1,1.352,5,0
13,0,1.049,5,0
10,1,4.077,5,0
7,0,1.962,6,0
1,0,1.252,7,0
3,1,2.414,4,0
4,1,4.667,4,0
101,3,0.12,1,1
12,1,1.229,5,0
6,1,2.789,3,0
1,1,2.605,6,0
1,0,4.139,5,0
1,0,2.999,7,1
11,1,4.644,2,1
5,1,1.359,3,0
2,1,1.454,3,0
3,0,1.568,3,1
129,1,0.164,1,0
5,1,1.261,3,0
13,0,4.277,7,0
4,1,1.029,4,0
13,0,0.656,6,0
12,0,2.318,5,1
7,1,3.038,2,0
40,3,0.18,1,0
4,0,3.14,3,0
12,1,1.032,6,0
12,1,3.916,3,0
10,0,3.436,5,0
64,1,0.06,1,0
22,2,0.127,1,1
7,0,3.002,3,0
4,1,1.396,2,0
14,0,4.412,3,0
8,1,0.52,6,0
5,0,4.393,4,0
1,1,4.767,7,1
14,0,4.893,4,0
10,0,2.36,4,0
14,1,1.561,2,1
8,0,3.986,4,0
6,1,4.822,7,0
1,0,2.825,7,0
5,0,3.827,3,0
7,0,1.526,3,0
13,0,3.798,3,0
1,1,4.265,4,0
5,1,4.681,3,0
7,1,2.594,2,0
8,1,1.869,3,0
9,1,1.125,3,0
14,0,4.63,3,0
5,1,4.268,7,0
3,1,2.266,7,0
13,0,4.506,6,0
11,0,0.615,6,0
5,0,2.802,7,0
11,0,3.419,5,0
6,1,2.703,6,0
2,1,1.794,2,0
14,0,3.108,3,0
8,1,1.798,4,0
179,0,0.169,1,0
6,0,4.786,4,1
7,1,2.939,6,0
6,0,0.902,7,1
12,1,1.971,2,0
12,0,3.002,2,1
3,0,1.212,6,0
6,0,4.515,7,1
7,1,0.941,7,0
3,1,0.85,7,0
47,2,0.197,1,0
8,0,2.864,7,0
14,1,2.761,7,0
2,0,4.471,4,0
8,0,1.839,6,0
3,0,0.524,5,0
14,0,1.918,4,1
1,1,4.729,3,0
8,1,1.506,3,0
12,1,1.381,7,0
5,0,1.958,3,0
14,0,3.233,3,0
8,0,2.409,3,0
6,1,0.585,3,0
6,0,3.269,6,0
1,1,3.207,2,0
1,1,2.821,6,1
14,0,2.281,3,0
3,0,1.736,4,0
40,1,0.064,1,0
12,1,4.634,3,0
8,0,2.517,3,1
1,1,2.196,6,1
7,0,2.668,5,0
8,1,2.523,7,0
12,1,3.55,4,1
5,1,3.204,6,0
12,1,1.128,3,0
119,1,0.094,1,0
1,1,0.955,6,0
14,0,3.26,4,1
13,0,2.871,6,0
9,1,0.721,4,0
4,1,2.804,4,0
7,1,0.888,3,0
6,0,1.891,4,0
122,3,0.13,1,0
13,1,4.575,3,1
12,0,2.3,6,1
5,1,4.327,2,0
3,1,1.616,3,0
6,1,2.528,5,0
5,0,2.124,2,0
10,1,2.825,2,0
6,0,3.351,6,1
10,0,4.19,5,0
12,1,4.773,4,0
10,1,4.345,5,0
1,1,1.813,2,0
2,0,3.62,4,0
13,0,2.353,7,0
12,0,3.001,2,0
10,1,4.749,7,0
11,1,2.656,5,0
10,1,0.806,6,0
13,1,4.848,4,0
14,1,2.183,2,1
71,3,0.18,1,0
1,0,2.71,4,0
12,1,2.301,2,0
193,3,0.055,1,1
14,1,1.619,5,0
7,0,0.664,3,1
3,0,1.11,7,1
8,1,3.122,5,0
117,3,0.056,1,1
7,1,1.232,3,0
107,0,0.182,1,1
12,0,1.969,5,0
7,1,1.68,2,0
7,1,4.598,2,0
9,1,2.334,3,0
11,1,1.137,5,0
5,0,2.14,3,0
12,0,3.045,7,1
8,0,3.769,3,0
4,0,2.69,7,0
1,0,0.603,6,1
9,1,1.373,7,0
9,0,4.875,5,0
173,0,0.111,1,0
6,0,2.599,3,0
1,1,3.267,3,0
13,1,2.925,2,0
14,0,2.426,3,1
11,0,2.352,4,0
5,1,2.494,7,0
7,0,3.853,2,0
37,2,0.179,1,0
83,0,0.107,1,0
9,0,1.531,3,1
12,1,0.904,4,0
141,0,0.01,1,1
1,1,3.667,6,0
3,0,0.715,2,0
11,1,3.847,7,0
5,0,2.621,2,0
11,0,1.075,6,0
4,1,2.955,7,0
2,0,1.436,7,0
12,1,1.289,4,0
3,0,4.548,4,0
8,1,2.681,4,0
6,0,1.539,2,0
7,1,2.888,3,0
14,0,1.542,3,0
4,0,4.722,4,0
5,1,3.264,5,0
9,0,1.063,5,0
5,1,2.018,7,1
1,0,4.767,5,1
4,1,2.791,5,0
2,0,3.036,6,0
1,1,1.277,6,0
177,0,0.095,1,0
6,0,1.548,4,0
11,1,4.598,2,0
12,0,3.235,5,1
2,1,1.082,4,0
7,0,0.756,7,1
1,1,1.684,6,1
5,1,1.05,2,0
8,1,4.879,7,0
6,1,1.249,3,0
1,0,2.931,3,0
10,1,3.653,3,0
13,0,3.741,5,0
1,1,4.721,2,0
8,1,1.074,6,0
9,0,4.96,4,1
7,0,1.302,6,0
13,1,1.435,3,0
4,1,1.479,6,0
5,0,1.149,5,0
9,0,1.597,2,0
7,0,2.257,6,0
9,0,4.649,6,0
7,1,1.324,5,1
91,3,0.149,1,1
2,1,1.415,3,1
9,0,2.3,7,0
4,0,4.347,7,0
3,1,2.476,5,0
9,0,4.203,2,0
80,0,0.017,1,1
8,0,2.599,7,0
5,1,2.162,4,1
12,1,0.884,7,0
1,0,2.586,2,1
5,0,4.45,6,0
2,0,3.292,3,0
5,1,1.405,7,0
3,1,4.641,5,0
4,0,1.221,4,1
7,0,3.129,5,0
12,1,3.807,4,0
4,0,2.674,2,0
13,0,3.595,7,0
12,1,4.871,5,0
14,1,1.484,7,0
4,0,2.213,5,1
14,0,0.8,6,0
2,1,1.331,7,0
1,0,3.24,6,0
1,0,3.4,4,0
6,1,1.115,4,0
5,0,4.611,5,0
1,0,4.467,3,0
14,1,4.685,6,0
4,1,0.53,7,0
14,0,4.044,2,1
3,1,1.143,3,0
10,0,1.702,5,0
10,0,4.016,3,0
9,1,2.095,2,1
135,2,0.042,1,0
12,0,3.246,2,0
1,0,3.323,3,0
111,3,0.083,1,0
2,0,0.718,5,0
4,0,1.869,7,1
10,1,4.005,7,0
9,0,4.241,2,0
7,0,1.987,4,0
14,0,1.258,2,0
6,0,2.767,5,0
14,0,4.596,5,1
165,1,0.184,1,0
12,1,1.079,7,0
14,0,3.289,5,0
9,0,1.153,5,0
117,0,0.169,1,0
13,0,1.947,3,0
12,1,2.732,2,1
13,1,3.019,5,0
11,1,4.835,6,0
14,1,4.395,3,0
2,0,4.346,4,0
11,1,0.571,2,0
13,1,3.335,7,0
12,1,3.312,2,1
14,1,3.158,2,0
9,0,1.953,6,0
14,1,4.849,3,1
7,0,2.764,4,0
5,1,2.95,5,0
1,0,4.505,3,0
14,0,3.725,6,0
1,0,4.438,2,0
5,0,3.505,4,0
2,0,1.968,7,0
4,1,4.635,2,0
1,1,4.316,5,0
12,1,4.075,6,0
9,1,1.849,2,0
1,1,1.109,5,0
1,1,2.084,6,0
6,0,3.657,7,0
6,0,4.195,4,0
6,1,3.699,3,1
28,3,0.052,1,0
13,1,3.634,6,0
12,1,1.616,5,0
3,1,1.413,7,0
5,1,0.852,7,0
3,1,1.559,5,0
22,3,0.035,1,1
14,0,4.032,5,0
9,0,1.322,4,0
10,0,2.872,3,0
192,1,0.047,1,1
9,1,4.578,4,0
5,1,2.027,4,0
10,1,0.814,3,0
91,0,0.092,1,1
10,0,4.403,3,0
10,1,2.716,2,1
3,0,4.534,3,0
14,0,1.908,7,0
87,2,0.028,1,1
6,0,4.623,2,0
8,1,4.817,3,0
5,1,4.076,6,0
14,0,2.567,2,0
10,0,2.129,6,0
103,3,0.089,1,0
87,2,0.141,1,0
2,1,3.96,6,0
12,0,0.754,6,0
5,1,0.549,2,0
7,1,0.849,7,0
2,1,1.963,6,0
6,0,4.369,3,1
5,0,4.771,2,0
4,1,1.857,4,0
12,1,1.782,7,0
10,0,4.569,4,0
3,0,3.544,7,0
13,0,2.674,2,0
6,1,2.142,3,0
11,0,4.294,7,0
11,0,1.07,7,0
5,1,4.718,4,0
6,0,4.638,6,0
13,0,3.45,6,0
190,1,0.153,1,0
13,0,4.595,4,1
9,0,4.932,6,0
4,0,3.546,2,0
14,1,1.494,5,0
4,0,1.738,6,1
1,0,0.634,4,0
14,1,4.746,6,0
1,1,0.999,3,0
5,1,3.426,6,0
11,0,4.704,6,0
14,1,1.07,5,1
5,0,2.024,3,0
5,1,0.973,2,0
9,1,1.945,3,0
6,1,2.495,7,0
5,1,1.771,3,0
13,1,1.793,7,0
23,1,0.053,1,0
9,1,1.115,2,0
7,0,2.252,6,0
4,0,3.451,2,0
194,3,0.169,1,1
14,1,1.38,7,1
12,1,3.547,3,0
155,1,0.13,1,1
8,0,3.069,6,0
143,2,0.049,1,1
8,0,4.451,3,0
10,1,2.906,6,0
10,0,1.401,6,0
4,1,1.425,4,0
1,1,4.735,6,0
13,0,0.77,7,0
12,1,4.992,3,0
3,1,1.028,2,1
1,0,1.033,5,0
13,1,1.233,6,0
4,1,3.145,7,1
150,0,0.113,1,0
10,0,2.965,7,0
13,1,2.94,3,0
7,1,1.168,2,0
12,1,0.74,7,0
83,3,0.089,1,0
3,1,1.517,2,1
5,1,2.18,3,1
11,1,0.563,6,0
3,1,3.236,5,0
3,0,1.631,7,1
14,0,0.544,4,0
62,1,0.137,1,1
13,1,2.685,7,0
14,1,1.082,7,0
11,1,1.548,4,0
8,0,3.164,3,0
9,1,1.437,4,0
10,0,3.704,6,0
3,0,1.642,3,0
8,0,4.265,4,0
1,1,4.368,6,0
11,1,2.528,6,1
14,1,3.651,4,1
4,1,4.82,5,0
14,0,4.241,5,0
14,0,4.674,7,0
10,1,4.772,7,0
4,1,1.0,6,0
12,1,3.301,3,0
3,0,1.956,6,0
14,1,1.486,6,0
11,1,2.246,3,0
14,0,4.32,6,0
7,1,3.707,2,0
3,1,4.362,6,0
3,1,4.432,3,0
5,0,2.225,4,1
10,0,4.616,4,0
12,0,1.258,5,0
2,0,4.96,6,1
12,0,1.991,7,0
13,1,3.475,6,0
9,1,3.849,2,0
4,0,1.032,4,0
14,0,4.929,3,0
6,1,2.902,3,0
8,1,2.465,7,0
10,0,3.292,3,0
9,0,0.93,2,0
2,1,3.768,2,1
14,1,4.344,6,0
9,0,0.728,3,0
8,1,1.463,6,1
7,0,1.537,2,0
9,0,4.381,4,0
197,3,0.156,1,0
14,1,4.785,2,0
1,1,4.981,2,1
14,1,2.474,3,0
3,0,3.111,5,0
13,0,3.782,6,0
4,0,4.64,2,0
6,1,1.063,2,0
7,0,1.234,4,0
6,1,1.098,5,0
3,1,2.678,6,0
4,0,3.449,6,0
9,0,2.311,5,0
6,1,2.72,4,0
11,1,2.498,4,1
14,0,4.184,3,1
13,0,4.452,7,0
5,0,4.267,4,0
61,3,0.155,1,1
3,1,1.419,5,0
4,1,3.138,6,0
4,0,3.689,5,1
4,1,1.535,6,0
5,1,4.687,2,0
10,1,3.382,4,1
11,1,3.416,3,0
8,1,1.901,4,0
3,1,2.424,6,0
4,0,1.227,6,0
31,0,0.184,1,1
9,0,0.844,6,0
10,1,3.355,6,0
2,0,1.226,7,0
3,1,4.771,7,0
14,1,4.677,5,0
14,0,4.539,6,0
4,0,2.81,2,0
14,1,3.625,4,0
4,0,1.991,7,0
1,0,2.622,3,0
3,1,2.241,7,0
114,0,0.047,1,1
38,2,0.163,1,1
6,0,2.256,6,1
13,1,2.865,7,0
9,1,1.235,3,0
11,1,4.767,2,0
1,1,1.801,4,0
11,1,3.556,5,0
9,1,4.79,5,0
3,1,1.078,3,0
107,2,0.155,1,0
4,0,4.852,3,1
13,1,3.678,3,0
8,0,2.748,7,0
9,1,1.639,7,1
4,1,3.456,6,0
3,1,2.854,2,0
10,1,0.641,7,0
4,0,0.779,6,0
11,0,2.498,4,0
1,1,3.263,7,0
53,1,0.053,1,1
7,0,3.095,2,0
4,1,2.7,2,1
12,1,3.296,4,0
13,1,3.685,7,0
61,2,0.03,1,1
12,0,0.808,2,0
13,0,1.387,6,0
12,1,2.244,2,0
11,1,0.947,5,0
11,0,0.881,7,0
4,1,2.152,3,0
9,1,1.091,7,0
3,1,0.86,5,0
8,1,2.813,6,0
11,0,2.656,2,0
7,1,1.242,6,0
5,1,3.337,6,0
6,1,3.302,6,0
2,1,4.661,4,0
8,1,1.74,7,0
6,0,2.443,7,0
5,0,3.623,5,0
1,0,4.634,3,1
5,1,4.415,5,0
1,0,2.651,3,0
8,0,1.777,2,0
12,0,2.59,4,0
4,1,3.587,2,0
10,1,4.236,4,0
110,1,0.185,1,1
2,1,2.146,3,0
13,1,1.888,5,0
13,1,3.457,4,0
10,1,4.223,2,0
5,1,1.977,2,0
10,0,2.243,2,0
7,0,4.798,4,0
12,1,0.922,2,0
11,0,1.838,5,0
12,1,2.143,5,0
11,0,2.371,2,0
1,1,4.717,5,0
13,1,0.902,4,0
2,0,1.466,3,1
14,1,3.501,7,0
1,1,3.961,4,0
2,1,2.418,5,0
13,1,2.136,2,0
6,0,1.607,4,0
84,3,0.197,1,0
4,1,3.212,2,0
6,1,1.266,4,0
9,0,4.966,7,0
10,1,2.6,4,1
2,0,2.735,4,0
12,1,4.409,4,1
5,1,4.468,5,0
10,1,4.721,7,0
13,0,3.83,6,0
6,1,2.523,3,0
161,2,0.165,1,0
9,0,0.931,2,0
8,0,1.48,4,0
13,1,1.262,3,0
4,0,2.798,5,0
14,0,4.236,2,0
2,0,2.438,6,0
175,2,0.065,1,1
10,0,0.916,5,0
11,0,4.392,3,1
8,1,4.749,6,0
11,0,1.059,4,0
8,0,1.345,4,1
4,0,4.46,7,1
12,1,3.247,5,1
3,0,3.955,4,0
6,1,4.073,4,0
14,1,1.839,3,0
8,0,1.327,7,0
12,0,4.99,6,0
13,0,1.844,4,0
9,0,2.557,7,0
6,1,0.535,3,0
2,1,2.154,3,0
9,1,3.883,4,0
13,0,4.164,6,1
129,0,0.124,1,0
12,0,1.628,5,1
4,0,1.658,6,0
1,0,4.333,6,0
1,0,2.023,5,0
129,3,0.041,1,0
11,1,4.967,3,0
1,1,4.875,7,0
4,0,3.644,7,0
1,1,4.702,4,0
64,3,0.17,1,0
8,0,1.867,5,0
2,1,0.842,2,0
4,1,1.084,5,0
2,0,0.959,6,0
6,0,2.281,5,1
13,0,1.737,2,0
9,0,4.892,2,0
11,0,2.861,7,0
14,1,1.431,6,0
7,0,4.376,6,0
6,0,1.883,6,0
4,0,0.714,3,0
5,0,1.629,4,0
4,1,2.342,5,0
9,0,3.293,5,0
8,1,4.421,5,0
144,0,0.044,1,0
2,0,3.119,5,0
3,0,1.011,5,0
4,0,2.743,2,0
6,1,2.719,2,0
2,0,4.063,5,1
11,0,4.231,7,0
2,1,3.835,2,0
2,1,3.255,7,0
7,1,4.736,5,0
5,1,1.209,7,0
8,0,2.523,7,0
2,0,3.193,5,0
9,0,4.948,6,0
13,0,1.581,7,0
6,1,0.625,2,0
4,1,4.962,6,0
1,1,1.184,3,0
11,1,2.838,5,0
3,0,3.487,3,0
10,1,1.03,3,1
9,1,3.582,6,0
9,1,1.591,5,0
10,0,4.85,4,0
13,1,1.774,3,0
14,1,3.183,5,0
1,0,4.988,5,0
186,3,0.056,1,0
7,1,1.526,5,1
3,0,2.759,6,0
12,0,2.708,6,0
6,0,0.839,3,0
54,2,0.133,1,1
120,1,0.181,1,1
5,1,1.428,2,0
12,0,4.015,7,0
11,1,3.272,7,0
10,0,4.103,6,1
1,1,2.79,6,0
79,2,0.174,1,1
10,0,2.599,2,0
7,1,3.919,5,0
11,1,4.909,7,0
5,1,2.026,4,0
7,1,4.137,7,0
8,0,2.62,5,0
12,0,2.355,3,0
2,0,1.851,2,0
13,0,0.555,3,0
5,1,1.19,5,0
25,1,0.131,1,1
6,0,1.422,4,0
11,0,3.494,2,0
14,0,3.719,2,0
10,1,3.229,4,0
9,0,3.032,6,0
11,0,3.109,3,0
9,1,2.917,5,0
1,0,1.508,3,1
148,0,0.067,1,1
12,1,2.883,3,0
6,0,2.088,2,1
9,1,3.337,3,0
13,0,2.992,2,0
8,0,2.882,2,0
165,2,0.18,1,0
14,0,1.35,4,0
2,1,1.104,6,0
7,0,0.637,2,0
3,0,2.9,3,0
14,0,2.598,4,0
9,0,2.106,5,0
5,1,4.758,6,0
3,0,1.322,2,1
12,0,3.943,7,0
11,1,2.355,2,0
66,1,0.117,1,1
3,1,0.774,7,0
61,0,0.178,1,1
12,1,2.709,3,0
14,1,3.516,2,0
11,0,2.727,2,0
4,0,1.271,3,0
13,1,2.426,7,0
2,0,1.638,2,0
3,0,1.8,7,0
4,1,1.768,2,0
1,1,4.581,7,0
118,3,0.089,1,1
9,1,1.268,5,0
12,0,1.965,2,0
14,1,3.385,3,0
6,0,3.122,6,0
13,0,4.549,5,0
4,1,1.658,5,1
7,0,1.762,5,0
2,1,0.878,4,0
7,1,0.575,2,0
6,1,4.445,2,0
11,1,2.179,2,0
10,0,1.779,2,0
3,1,3.352,3,0
7,1,1.263,5,0
1,1,3.536,6,1
3,1,2.072,4,0
8,1,2.491,2,0
1,1,0.805,6,0
10,0,1.192,4,0
7,1,1.865,2,0
2,0,4.15,5,0
13,0,1.729,7,0
9,1,2.375,7,1
1,0,3.231,5,0
14,0,3.936,7,0
8,0,3.791,7,0
14,1,2.477,2,0
5,1,4.98,4,0
8,1,1.117,6,0
12,0,4.479,7,0
4,0,4.072,7,0
6,0,2.915,3,0
12,1,4.813,5,0
4,1,4.853,7,0
14,1,4.323,2,0
5,0,1.473,5,0
3,0,3.999,3,0
14,1,4.582,4,1
2,1,3.442,3,0
7,0,3.219,2,0
2,1,2.284,7,0
13,1,0.939,4,0
5,1,3.761,5,0
13,0,0.606,2,0
6,0,4.511,5,0
14,0,1.594,2,0
10,1,3.867,2,0
2,1,3.826,6,0
6,1,4.46,2,0
1,1,2.899,5,0
2,1,4.945,4,1
8,0,1.303,5,0
44,0,0.069,1,0
2,1,3.775,7,0
11,0,0.886,7,0
11,1,2.225,3,0
7,1,3.256,7,0
14,0,1.061,2,1
2,0,4.268,5,1
8,1,1.535,7,0
119,2,0.145,1,1
6,1,3.097,3,0
8,1,3.562,2,0
14,0,4.589,2,0
2,0,4.422,3,0
10,1,3.406,3,0
3,1,4.443,6,0
133,0,0.133,1,1
13,0,3.564,5,0
8,0,4.597,6,0
93,2,0.182,1,0
12,1,1.523,2,0
3,1,2.493,4,0
1,0,2.946,2,0
1,1,4.307,5,1
9,1,4.808,7,0
14,0,4.908,6,0
13,1,3.518,4,0
14,0,1.183,7,0
12,0,3.069,3,0
4,1,1.247,5,0
1,1,4.826,3,0
7,1,3.583,4,0
4,0,3.22,5,0
13,1,0.808,2,0
1,0,3.309,3,0
12,1,1.116,4,0
9,1,2.544,3,0
5,0,4.377,6,0
12,0,2.873,5,0
8,1,3.041,7,0
3,1,1.411,2,0
7,1,4.447,6,0
14,0,3.751,5,0
143,1,0.019,1,0
14,1,1.261,3,0
7,0,4.412,4,0
4,1,1.809,6,0
4,0,1.206,6,0
161,0,0.168,1,0
4,0,1.829,7,0
3,1,1.685,5,0
13,1,4.573,3,0
5,0,2.302,7,0
1,0,1.344,4,0
6,1,1.807,7,0
11,1,2.158,7,0
7,1,4.584,6,0
5,0,3.117,3,0
7,1,0.896,5,0
131,2,0.138,1,1
9,1,3.012,6,0
2,0,2.26,2,0
196,1,0.153,1,1
10,0,1.018,7,0
13,1,1.685,3,0
7,1,4.694,6,0
13,1,2.706,4,0
186,2,0.036,1,1
11,1,4.991,2,0
6,0,3.796,7,1
2,1,3.793,6,0
12,1,4.626,3,0
3,0,2.791,2,1
6,1,2.67,7,0
10,1,3.518,4,1
164,2,0.117,1,0
6,1,4.693,7,0
1,0,1.367,7,0
2,0,4.255,3,0
1,0,3.1,7,1
2,0,0.904,5,0
2,0,2.961,5,0
12,0,3.943,6,1
10,0,3.81,6,0
13,0,1.569,2,0
14,0,3.743,5,0
8,0,4.63,3,0
13,1,4.322,6,1
2,1,2.831,7,0
11,0,3.107,4,0
9,1,2.512,3,0
9,1,2.971,5,0
29,1,0.07,1,1
14,1,4.45,5,0
13,0,1.784,4,1
110,0,0.178,1,1
11,1,1.837,2,0
8,1,1.208,3,1
12,1,4.943,7,0
6,0,2.891,5,0
6,1,4.604,6,0
12,0,4.313,2,0
11,1,1.009,7,0
4,0,3.926,3,0
6,0,1.958,5,0
1,0,1.383,6,0
8,0,3.185,3,0
10,0,3.861,3,0
98,1,0.14,1,1
4,0,1.662,7,1
4,1,0.993,7,0
12,1,4.893,2,0
5,1,2.691,3,0
14,1,1.623,5,0
10,1,1.848,3,0
9,1,3.905,5,0
10,1,4.193,7,0
12,1,3.945,5,0
10,1,0.761,6,0
9,0,3.973,4,0
3,0,1.673,7,0
9,1,2.639,5,0
1,0,2.37,4,0
3,0,1.873,3,0
11,0,0.727,5,0
5,1,3.957,2,0
6,0,0.711,3,1
10,1,3.447,3,0
103,3,0.185,1,1
10,1,3.733,5,0
2,0,4.36,4,0
2,0,2.678,5,0
13,1,0.774,5,0
9,0,4.847,7,0
1,1,4.192,4,1
14,0,1.625,6,0
8,0,1.957,5,0
128,0,0.122,1,1
4,0,2.257,3,0
88,2,0.136,1,0
2,1,4.625,2,0
2,1,4.819,2,0
9,0,2.982,4,0
14,0,3.951,4,0
2,1,2.615,5,0
63,0,0.036,1,0
2,0,4.525,7,0
14,0,0.666,2,0
14,1,1.027,2,0
14,1,3.429,5,0
10,1,4.222,6,0
3,1,1.643,3,0
6,1,2.097,7,0
3,0,0.585,4,0
10,1,4.986,2,0
183,3,0.148,1,1
12,1,2.137,2,0
65,3,0.163,1,1
165,3,0.171,1,1
12,1,1.193,3,0
172,3,0.182,1,0
46,1,0.087,1,0
191,3,0.022,1,1
7,0,0.612,6,1
2,1,1.589,7,0
4,0,3.969,6,0
10,0,3.232,7,0
177,0,0.067,1,0
9,1,1.594,5,0
4,1,3.855,5,0
1,1,3.2,4,0
1,0,3.453,2,0
1,0,4.374,2,0
3,1,4.481,2,0
13,0,0.889,4,0
95,0,0.143,1,0
10,0,3.728,4,0
4,0,3.553,7,1
2,1,0.832,6,0
9,1,0.878,4,0
13,1,0.891,6,0
11,1,4.424,4,0
11,0,3.607,3,0
165,1,0.028,1,0
5,0,1.627,4,0
1,0,1.307,3,0
5,0,2.299,6,0
3,0,4.714,5,0
10,1,3.458,6,0
54,1,0.125,1,0
2,0,4.792,4,0
10,1,2.148,2,1
172,1,0.16,1,1
11,1,2.212,5,0
11,1,0.58,2,0
7,1,0.584,3,0
14,0,1.597,7,0
11,0,0.776,3,0
14,0,4.849,3,0
10,0,3.076,7,0
2,0,2.573,2,0
9,0,2.958,5,0
12,1,2.355,3,0
11,0,0.837,4,0
8,1,3.53,2,1
1,0,1.691,6,0
12,0,1.393,4,0
11,0,3.114,4,1
12,0,3.565,2,0
8,0,3.776,4,0
6,0,2.618,2,1
160,0,0.139,1,0
7,1,0.599,6,0
36,3,0.143,1,1
11,1,3.688,7,0
14,0,2.557,2,0
11,1,4.753,4,0
13,0,4.3,6,0
95,2,0.186,1,1
12,0,0.919,4,0
5,0,1.893,4,0
12,0,2.459,5,0
2,1,0.723,7,0
13,0,3.72,6,0
12,0,4.299,3,0
13,1,2.682,6,0
11,0,3.329,4,0
14,0,3.515,3,0
9,0,2.086,5,0
9,0,1.671,6,0
12,0,2.254,3,0
3,0,3.606,2,0
13,1,1.616,7,0
5,1,3.705,6,1
11,0,2.947,6,0
5,0,2.498,5,0
11,1,1.353,6,0
3,0,1.002,2,1
8,1,1.634,3,0
12,1,0.551,3,1
8,0,1.599,2,0
8,1,2.5,2,0
4,0,1.745,3,0
7,0,4.862,3,0
1,0,1.359,4,0
9,0,2.766,2,0
2,0,4.64,3,0
2,0,3.824,5,0
12,1,0.711,4,0
6,0,1.504,2,1
5,1,3.852,7,0
108,1,0.114,1,0
14,1,1.875,5,1
10,0,4.43,2,0
11,0,3.816,7,0
1,0,1.147,5,1
1,0,4.539,7,1
11,1,0.564,2,0
5,1,2.09,2,1
9,1,3.946,6,0
11,0,4.405,3,0
4,0,4.45,2,0
4,1,1.805,3,0
3,1,4.04,5,0
7,1,1.692,2,0
13,0,3.587,6,0
14,0,3.582,4,0
12,1,4.88,4,1
12,0,0.547,4,0
1,1,0.914,2,1
10,1,3.275,4,0
5,1,4.121,2,0
121,2,0.093,1,1
2,1,1.421,7,0
3,0,3.738,4,0
11,0,2.555,2,0
14,0,1.981,2,0
9,1,3.412,7,0
4,0,4.613,4,0
6,1,3.533,6,0
13,0,3.45,6,0
13,0,4.539,4,0
7,1,3.392,6,0
10,1,4.168,7,0
4,1,2.67,3,0
8,1,2.671,6,1
6,0,4.932,6,0
6,0,3.614,6,0
10,1,1.181,6,0
150,2,0.144,1,0
4,0,2.62,3,0
3,1,1.789,3,0
3,1,3.836,7,0
7,0,2.996,5,0
7,0,4.99,2,0
14,0,2.018,7,0
14,0,1.905,5,0
7,1,3.908,5,0
13,1,3.485,5,0
14,0,2.443,7,0
140,1,0.074,1,1
10,0,3.464,5,1
11,0,1.82,5,0
8,0,1.586,4,0
3,1,3.012,5,0
2,0,2.547,6,0
130,2,0.151,1,1
2,1,4.153,6,0
7,0,1.944,5,1
9,0,2.507,7,0
7,1,4.373,3,0
14,0,2.978,6,1
14,0,1.105,2,0
8,0,1.827,3,1
141,1,0.128,1,1
14,1,0.672,6,0
26,0,0.147,1,1
4,0,4.231,4,0
3,0,3.159,3,0
6,1,0.555,3,1
11,1,4.712,5,0
8,1,2.092,4,0
9,0,4.438,6,0
8,0,2.85,3,0
8,1,3.505,3,0
7,1,2.863,4,0
13,1,2.901,2,0
10,1,4.113,2,1
14,1,2.695,5,0
2,1,2.425,3,0
7,0,2.859,6,0
1,0,1.671,3,0
79,0,0.168,1,1
4,0,2.66,2,0
1,1,1.101,3,0
1,0,0.93,6,0
4,1,2.569,6,0
11,0,1.933,4,0
3,0,2.024,4,0
7,0,1.501,4,0
11,0,1.787,5,1
98,2,0.045,1,1
4,1,1.531,6,0
14,1,4.188,6,1
3,1,2.6,5,0
103,1,0.071,1,0
13,0,3.603,4,0
10,0,0.703,3,0
7,1,2.064,3,0
7,0,4.434,2,0
9,1,1.293,6,0
7,0,0.506,7,0
7,0,3.991,6,0
3,1,2.491,6,0
4,0,0.668,6,0
12,1,3.491,5,0
8,0,3.722,3,1
5,1,2.32,6,1
14,1,0.699,2,0
8,1,1.046,5,0
5,1,3.272,7,1
51,1,0.177,1,0
6,0,4.245,4,0
10,1,0.995,3,0
8,1,4.347,7,0
5,0,3.448,5,0
6,1,0.891,7,0
8,0,2.25,3,0
1,0,1.501,6,0
12,0,4.678,7,0
1,0,2.51,5,0
12,1,4.568,6,0
9,0,3.016,7,0
5,0,1.669,7,1
10,0,3.378,3,1
13,0,1.583,2,0
4,1,2.908,5,0
2,0,4.99,5,0
13,1,3.432,2,0
1,0,3.745,2,1
7,1,1.356,5,1
14,1,4.331,7,0
10,1,4.438,7,0
9,1,0.685,5,0
12,1,3.62,4,0
11,0,2.048,5,0
5,1,4.289,7,0
6,1,0.683,6,0
9,0,3.0,7,0
2,1,0.662,7,0
1,1,2.403,2,0
1,0,1.681,7,0
11,0,0.72,4,1
7,1,2.359,5,0
13,0,3.003,3,0
12,0,4.845,7,0
91,3,0.019,1,0
6,0,4.865,7,0
10,1,2.429,6,0
3,0,0.917,6,0
108,0,0.154,1,0
4,0,3.3,6,0
6,1,3.606,3,0
2,1,1.712,2,0
13,0,2.261,3,0
6,1,3.81,4,0
